name_zh,name_en,region,address,state,old,a,b,c,d,e,f,g,h,latitude,longitude,UID,no_img
大圣堂,Ampang Thai Sin Thong,安邦,"2A, Jalan 16, Kampung Baru Ampang, 68000 Ampang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.1388956,101.7593671,,
南天宫九皇爷,Ampang Nan Tian Gong Kau Ong Yah Temple,安邦,"Jalan Merdeka (Kampung Baru Ampang), 68000 Ampang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.1395722,101.7644836,,
金英庙,Kam Ying Temple,八打灵,"31, Jalan SS 9A/15, Sungai Way, 47300 Petaling Jaya, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0868716,101.6216042,,
阮梁圣佛宫,Yuen Leong Sing Fatt Temple,八打灵,"149, PJU 1/34, Kampung Cempaka, 47301 Petaling Jaya, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.1169731,101.5977977,,
桃园圣宫,Tho Guan Sen Temple,八打灵,"289, Jalan SS 9A/2, Sungai Way, 47300 Petaling Jaya, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0885021,101.6172012,,
威灵宫,Wee Leng Keng,八打灵,"MP 51， No. 97E, Kampung Matang Pagar, 47000 Sungai Buloh, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.2452177,101.5657002,,
玄天上帝宫,Hean Tian Siong Teh Kiong,八打灵,"S130, Kampung Cempaka, 47300 Petaling Jaya, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.11795,101.5978039,,
斗母宫,Tow Boo Keong,八打靈縣,"174, Jalan 17/47, Seksyen 17, 46400 Petaling Jaya, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.1240551,101.6292195,,
开封府龙图宫,Leng Toh Temple,八打靈縣,"3, Jalan 1/8, 46000 Petaling Jaya, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0842426,101.6510277,,
阮梁圣公佛,Petaling Jaya Yeong Leong Beow,八打靈縣,"122, Jalan 17A/1, Seksyen 17, 46400 Petaling Jaya, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.1299101,101.6321792,,
山云宫,Sun Hoon Keong,八打靈縣,"47, Jalan 1/2, 46000 Petaling Jaya, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0816951,101.6379577,,
五雷仙师坛,Wu Lei Xian Shi Temple,八打靈縣,"16, Jalan 1/6, 46000 Petaling Jaya, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0837684,101.6522502,,
玉皇庙,Yu Huang Temple,八打靈縣,"40, Jalan Railway 1/2, Seksyen 1, 46000 Petaling Jaya, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0824505,101.6483519,,
白鹤仙法师公古庙,Pek Hoh Siang Huat Sze Kong,巴生,"122A, Bagan Teochew, Pulau Ketam, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0195539,101.2452358,,
白虎宫,Bai Hu Gong,巴生,"Sungai Seberang, Pulau Ketam, Port Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.99874,101.39157,,
班达马兰东南宫,Tong Lam Gong,巴生,"H 259, Jalan Bakar Arang, Pandamaran, Port Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0012632,101.4145761,,
班达马兰二区天和宫,Tian He Gong,巴生,"577, Jalan Lai, Pandamaran New Village, Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.006503,101.4101232,,
班达马兰观西宫,Kuan Seh Keong,巴生,"146, Jalan Chan Ah Chu, Pandamaran, Pelabuhan Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.009891,101.4177569,,
班达马兰后尾芭清林寺,Qing Lin Si,巴生,"Jalan Banting, Pandamaran, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.9972512,101.4202791,,
班达马兰梨山圣母宫,Lai Suan Siah Boh Temple,巴生,"565, Jalan Dengkil, Kampung Baru, Pandamaran, Pelabuhan Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0069762,101.4093122,,
班达马兰灵宝宫,Ling Bao Gong,巴生,"11652, Jalan Banting, Pandamaran, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.9923914,101.4204023,,
班达马兰善童坛,Sin Thong Tuah,巴生,"33, Lorong Mesra 1 off Jalan Kim Chuan, Kawasan 5, Taman Chi Liung Pandamaran, Pelabuhan Klang, Selangor. ",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.015584,101.4243428,,
班达马兰万津路妈祖庙,Mah Chor Temple,巴生,"Jalan Banting, Tokong Cina, Kunci Air, Pandamaran, 42000 Pelabuhan Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.9403192,101.4720829,,
班达马兰咸水芭宝圣宫,Poh Seng Keng,巴生,"41, Jalan Bukit Arang, Pandamaran, Port Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.9848922,101.7912117,,
班达马兰咸水芭莲安宫,Lian Ann Kong,巴生,"Leboh Raja Lumu, Kawasan 12, 42000 Port Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.9999994,101.4059547,,
班达马兰一区关顺宫,Guan Shun Gong,巴生,"Lot 8452, Jalan Sekinchan, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0046881,101.4102057,,
班达马兰一区尾张公坛,Tiew Kong Tuah,巴生,"TBG1010, Jalan Papan, Pandamaran, 42000 Pelabuhan Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0069777,101.4164369,,
班达马兰玉皇庙,Giok Hong Temple,巴生,"11652, Jalan Pendamar, Kampung Baru, Pandamaran, 42000 Pelabuhan Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0119688,101.4165474,,
班达马兰再也二路尾关庆宫,Kwan Kheng Keng,巴生,"Jalan Sijangkang, Pandamaran Jaya, 42000 Port Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.00322,101.42583,,
船头拿督公新宫,,巴生,"Jalan Harper, Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0533893,101.4430529,,
达摩祖师庙,,巴生,"Jalan Tok Muda, Pulau Ketam, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3.019284,101.2451801,,
福进宫,Hock Chin Kong,巴生,"5310, Jalan Kopi, Pandamaran, 42000 Port Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0134086,101.4231791,,
福龙宫,Hock Leng Keng,巴生,"Rumah Berhala Hock Leng Keng, Pulau Ketam, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0334114,101.2467116,,
港口班达马兰师公坛,,巴生,"201, Lorong Polis, Kawasan 12, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0100014,101.4134243,,
关庆宫,,巴生,"Jalan Sijangkang, Pandamaran Jaya, Port Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0108692,101.4208187,,
观合宫,,巴生,"Kawasan 12, 42000 Port Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.00212,101.4116051,,
观灵宫,,巴生,"NO.11652, Jln Banting Pandamaran, Kawasan 12, 42000 Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.9923914,101.4204023,,
观南宫,Guan Nan Gong,巴生,"H316, Jalan Batu Arang, Pandamaran, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0012632,101.4145761,,
观天宫,Kuan Tien Keng,巴生,"Jalan Kemanis, Kawasan Tiga, Pandamaran N/V, 42000 Port Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0126326,101.4180338,,
广福宫,,巴生,"Jln Banting Pandamaran, Port Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.9972512,101.4202791,,
济仙洞关帝宫,Chee Sian Tong,巴生,"731, Jalan Timur, Pulau Ketam, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.1033168,101.6480692,,
莲花清人寺,Buddha Lotus,巴生,"1488, Jalan Mesra, Pandamaran, 42000 Port Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0123549,101.4241133,,
联福庙、联福宫,Lian Fu Miao,巴生,"Jalan Banting Pandamaran, 42000 Port Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.9972512,101.4202791,,
拿督娘娘宫,Dato Neo-Neo Temple,巴生,"390, Sungai Dalam, Pulau Ketam, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0334114,101.2467116,,
南海观音亭,Nan Hai Guan Yin Ting,巴生,"Bagan Teochew, Pulau Ketam, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0195539,101.2452358,,
南天宫,Nan Thian Keng,巴生,"C/O 661, Jalan Tokong, Pulau Ketam, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0334114,101.2467116,,
泗灵宫,See Leng Keng,巴生,"317, Lorong Amarasegara, Pandamaran, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.007494,101.4140916,,
孙福宫,Sam Tai Chu Temple ,巴生,"Jalan Cengal, Kawasan 12, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0049172,101.4140508,,
太上老君仙法师公古庙,Xian Fa Shi Gong,巴生,"290, Sungai Seberang, Pulau Ketam, 42940 Port Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0334114,101.2467116,,
天恩道堂（真空教）,,巴生,"51A, Jalan Raya Timur, Kawasan 1, 41000 Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0397009,101.4525561,,
靔宝宫,,巴生,"Jalan Sijangkang, Pandamaran Jaya, 42000 Port Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.00322,101.42583,,
靔寿宫,Thian Siew Keng,巴生,"Jalan Sijangkang, Pandamaran Jaya, 42000 Port Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.00322,101.42583,,
协天宫,Hiap Tian Kiong,巴生,"Lot H811A, Pulau Ketam, Port Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0119296,101.3207828,,
阴应宫,Yin Ying Kong,巴生,"Lot H-150, Sungai Dalam, Pulau Ketam, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0334114,101.2467116,,
昭应祠,Chow Eng Chee,巴生,"Jalan Bagan Hailam, Kawasan Perindustrian Selat Klang Utara, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3.0049996,101.3860505,,
昭应庙天后宫,Chiau Eng Bio Thiam Houh Kong,巴生,"29K, Main Street, 42940 Pulau Ketam, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0119296,101.3207828,,
吧生莲花清人寺佛祖慈善院,Klang Buddha Lotus Ci Shan Yuan,巴生县,"91, Lot No. 7884, Jalan Kemanis, Pandamaran, 42000 Port Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0061576,101.4091408,,
法灵宫,,巴生县,"No.17, Jalan Aur Kawasan 4, Taman Aur, 42000 Port Klang",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.005177,101.396595,,
法门寺,,巴生县,"22, Jalan Jasmin 3, Bandar Botanik, 41200 Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2.9871457,101.4430506,,
福成宫,,巴生县,"Pelabuhan Selatan, 42000 Port Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2.996201,101.3969869,,
福德正神宫,,巴生县,"Jalan Sungai Putus, Kampung Batu Belah, 41050 Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0698271,101.4375974,,
观宝宫,,巴生县,"1903，jalan young , Pandamaran,42000 pelabuhan klang 42000 Port Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0082701,101.420874,,
观世庙,,巴生县,"Jalan Young, Kampung Sijangkang, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0091596,101.4208727,,
合莲坛,,巴生县,"Car Park space under High Pressure Cable, Taman Eng Ann, 41050 Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0576901,101.4570102,,
吉胆过港区協天宫,Pulau Ketam Hiap Tian Kiong,巴生县,"Lot H811A, Pulau Ketam, 42940 Port Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0334114,101.2467116,,
莲花宫,,巴生县,"26, Jalan Bendahara 38, Taman Sri Indah, 41200 Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0109517,101.4763712,,
莲忠宫,,巴生县,"No. 28, Jalan Bungor, Kawasan 13, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2.9851487,101.4379325,,
南天门孫福宮,,巴生县,"Jalan Cengal, Kawasan 12, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0049172,101.4140508,,
普光兰若,,巴生县,"20, Lorong Kulur, Kampung Raja Uda, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0047894,101.4014097,,
师公坛,,巴生县,"201, Lorong Polis, Kawasan 12, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0100014,101.4134243,,
天赐宫,,巴生县,"Jl. Hort, Kampung Raja Uda, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0082554,101.4025644,,
靝寿宫,,巴生县,"Jalan Sijangkang, Pandamaran Jaya, Port Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0108692,101.4208187,,
珠兴祠,Persatuan Pengurusan Tokong Dewa Choo Hin Sze Pelabuhan Klang Selangor,巴生县,"21, Jalan Melaka, Kawasan 13, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0028683,101.401367,,
紫云福德祠,Sze Hoon Hock Teck Qi,巴生县,"TBG 961, Jalan Emas 41000 Klang, Selangor, Malaysia",雪兰莪,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.045983,101.440121,,
八宝宫,Put Poh King,巴生縣,"39, Jalan Jelutong KU8, Pekan Meru Satu, Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.135949,101.4412193,,
巴生港口清凉亭,Qin Liang Temple,巴生縣,"Kampung Kastam, 42000 Port Klang, Selangor",雪兰莪,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0114599,101.4062378,,
巴生港口天福宫,Tian Hock Kung,巴生縣,"Lot 3115 & 3116, Jalan Siakap, Jln Tepi Sungai, Taman Teluk Pulai, 41100 Klang, Selangor",雪兰莪,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0502602,101.4275294,,
巴生港口天缘道堂（真空教）,Tiam Yam Toh Teng,巴生縣,"No.24,Jalan Cox, Di-Jalan Solok Baru, 41400 Klang, Selangor Darul Ehsan.",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.0462005,101.4508627,,
巴生加埔路二支協天宫,Klang Siah Tian Kong,巴生縣,"Lot 208, B-13, Batu Belah, 41050 Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0821569,101.4332002,,
巴生加埔路九支天灵宫,Klang Tian Leng Gong,巴生縣,"Lot 344, Jalan Kapar, Batu 9 1/4, Kampung Perepat, 42200 Kapar, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.1004393,101.368729,,
巴生加埔十一支兴化府,Klang Heng Hua Foo,巴生縣,"N0 32, Lorong Kiyai Sujak 20D, Taman Sri Wangi, 42200 Kapar, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.134417,101.3642953,,
巴生峇都勿拉南阳宫,Nan Yoong Keong Klang,巴生縣,"15, Lot 219, Kampung Batu Belah, 41050 Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0744202,101.4353344,,
白音宫,Bai Yin Gong,巴生縣,"35, Lorong Batu Nilam 6D, Bandar Bukit Tinggi, 42100 Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0053925,101.4375746,,
船头哪督,Chuan Tou Dato,巴生縣,"Jalan Harper, 41400 Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0532459,101.4421938,,
二支南山洞威灵宫,Nan Shan Dong Wei Ling Gong,巴生縣,"37, Lorong Mersing, Jalan Kapar, 41400 Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0684522,101.4339704,,
凤山寺,Hong Sun Si,巴生縣,"Lot 35544, Lorong Sentosa 3, Taman Chi Liung, Pandamaran, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0137707,101.4276375,,
佛喃码万灵宫、万灵宫,Wan Ling Keng,巴生縣,"Lot 295 Jalan Kem, 42000 Pelabuhan Klang, Selangor",雪兰莪,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.9913695,101.4028783,,
福德坛,Fu De Tan,巴生縣,"Lot 11094, Batu 3 1/2, (Kedai 3) Kampung Jawa, 41000 Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0498225,101.455149,,
高阳苑中南庙,Zhong Nan Miao,巴生縣,"7, Lorong Dato Yusof Shahbudin 45A, Taman Mewah Jaya, 41200 Klang, Selangor.",雪兰莪,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0085149,101.4693323,,
